tx,RevokeEncodedAccountKey,GenerateUUID,GetAccountBalance,SetValue,ValueDecoded,ProgramChecked,ProgramParsed,ValueEncoded,ProgramInterpreted,GetProgram,ValueExists,GetStorageUsed,function_or_loop_call,UpdateAccountContractCode,ContractFunctionInvoke,GetValue,EmitEvent,GetStorageCapacity,GetAccountContractCode,GetCode,AllocateStorageIndex,SetProgram,CreateAccount,AddEncodedAccountKey,GetAccountAvailableBalance,ResolveLocation,ms
add key to account + get signer receiver,0,1,0,343,15,7,7,0,5,29,0,3,9974,0,4,2358,503,3,6,6,0,7,0,500,0,12,62
convert int to string and concatenate it,0,1,0,343,13,7,7,0,5,29,0,3,680502,0,4,2094,3,3,6,6,0,7,0,0,0,12,325
get account and get balance + call empty contract function,0,1,391,343,1187,1,1,0,396,1975,0,3,141684,0,395,189540,3,3,0,0,0,1,0,0,0,3,270
create new account and deploy contract,0,508,0,139768,1534,170,170,676,681,1372,507,172,1185,169,342,234807,1186,172,169,169,338,1,169,0,0,3,260
add key to account + create new account,0,421,0,102403,1273,1,1,420,285,1140,420,143,4014,0,284,195154,1533,143,0,0,140,1,140,690,0,3,243
get account and get available balance + add and remove key to/from account,1386,1,0,343,421,1,1,0,141,428,0,139,10250,0,140,64790,2775,3,0,0,0,1,0,1386,136,3,215
copy array from storage and save a duplicate + get account and get storage used,0,1,0,237255,15,1,1,12441,5,20,0,12443,59436,0,4,3198,3,3,0,0,372,1,0,0,0,3,658
get signer address + get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,5721,427636,0,4,2094,3,3,0,0,0,1,0,0,0,3,213
get account and get balance,0,1,484,343,1465,7,7,0,489,2449,0,3,1938,0,488,233930,3,3,6,6,0,7,0,0,0,12,183
convert int to string and concatenate it + create new account,0,202,0,49186,616,1,1,201,139,556,201,70,190292,0,138,94487,405,70,0,0,67,1,67,0,0,3,172
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,160242,0,4,2235,3,3,0,0,0,1,0,0,0,3,239
copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,10584,0,4,3198,3,3,0,0,407,1,0,0,0,3,21
add key to account + get account and get storage used,0,1,0,343,13,7,7,0,5,29,0,12523,54489,0,4,2094,884,3,6,6,0,7,0,881,0,12,908
borrow array from storage + convert int to string,0,1,0,343,14,1,1,0,5,20,0,3,35996,0,4,2646,3,3,0,0,0,1,0,0,0,3,24
load and save long string on signers address + copy array from storage,0,1,0,387,15,1,1,1,5,20,0,3,129258,0,4,2690,3,3,0,0,0,1,0,0,0,3,98
get account and get storage capacity + borrow array from storage,0,1,0,343,788,1,1,0,263,794,0,3,143134,0,262,121584,3,261,0,0,0,1,0,0,0,3,589
transfer tokens + borrow array from storage,0,1940,0,568,17,1,1,0,5,20,0,3,84699,0,4,3032,3881,3,0,0,0,1,0,0,0,3,249
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,186536,0,4,2094,3,3,0,0,0,1,0,0,0,3,62
load and save long string on signers address,0,1,0,387,14,7,7,1,5,29,0,3,375020,0,4,2097,3,3,6,6,0,7,0,0,0,12,305
get signer vault + copy array from storage and save a duplicate,0,1,0,895,16,1,1,1,5,20,0,3,192772,0,4,3339,3,3,0,0,2872,1,0,0,0,3,553
create new account,0,907,0,220501,2731,1,1,906,609,2436,906,305,1210,0,608,418552,1815,305,0,0,302,1,302,0,0,3,363
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,691402,0,4,2094,3,3,0,0,0,1,0,0,0,3,304
convert int to string and concatenate it + get signer address,0,1,0,343,13,1,1,0,5,20,0,3,696235,0,4,2094,3,3,0,0,0,1,0,0,0,3,276
add and remove key to/from account + load and save long string on signers address,660,1,0,387,14,1,1,1,5,20,0,3,258184,0,4,2097,1323,3,0,0,0,1,0,660,0,3,270
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,616778,0,4,2094,3,3,0,0,0,1,0,0,0,3,227
add and remove key to/from account,803,1,0,343,13,1,1,0,5,20,0,3,5623,0,4,2094,1609,3,0,0,0,1,0,803,0,3,272
get account and get balance,0,1,897,343,2704,1,1,0,902,4505,0,3,3590,0,901,431757,3,3,0,0,0,1,0,0,0,3,323
get account and get available balance,0,1,0,343,2257,1,1,0,753,2264,0,751,2994,0,752,346922,3,3,0,0,0,1,0,0,748,3,294
call empty contract function + get signer address,0,1,0,343,14,7,7,0,5,29,0,3,389756,0,4,2251,3,3,6,6,0,7,0,0,0,12,181
get account and get storage used + get account and get balance,0,1,552,343,1669,1,1,0,557,2780,0,6777,29308,0,556,266502,3,3,0,0,0,1,0,0,0,3,573
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,858814,0,4,2094,3,3,0,0,0,1,0,0,0,3,603
get signer vault + copy array from storage,0,1,0,343,15,1,1,0,5,20,0,3,118870,0,4,2787,3,3,0,0,0,1,0,0,0,3,264
mint NFT + get signer receiver,0,479,0,99487,19,1,1,0,6,23,0,4,26782,0,5,6799,3,4,0,0,490,1,0,0,0,3,165
load and save long string on signers address + reference tx,0,1,0,387,14,1,1,1,5,20,0,3,287494,0,4,2097,3,3,0,0,0,1,0,0,0,3,190
add and remove key to/from account + get signer receiver,1322,1,0,343,15,1,1,0,5,20,0,3,18138,0,4,2358,2647,3,0,0,0,1,0,1322,0,3,224
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,66816,0,4,2646,3,3,0,0,0,1,0,0,0,3,65
copy array from storage + add and remove key to/from account,114,1,0,343,14,1,1,0,5,20,0,3,7446,0,4,2646,231,3,0,0,0,1,0,114,0,3,23
copy array from storage,0,1,0,343,14,7,7,0,5,29,0,3,260328,0,4,2646,3,3,6,6,0,7,0,0,0,12,276
create new account and deploy contract,0,421,0,116121,1273,141,141,560,565,1140,420,143,982,140,284,195154,983,143,140,140,280,1,140,0,0,3,243
get account and get balance + load and save long string on signers address,0,1,506,387,1532,1,1,1,511,2550,0,3,87066,0,510,244471,3,3,0,0,0,1,0,0,0,3,247
get signer address + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,328871,0,4,2235,3,3,0,0,0,1,0,0,0,3,158
copy array from storage and save a duplicate + reference tx,0,1,0,895,15,1,1,1,5,20,0,3,397662,0,4,3198,3,3,0,0,228,1,0,0,0,3,250
add and remove key to/from account + copy array from storage and save a duplicate,849,1,0,895,15,1,1,1,5,20,0,3,11225,0,4,3198,1701,3,0,0,203,1,0,849,0,3,121
load and save empty string on signers address + get signer vault,0,1,0,346,15,1,1,1,5,20,0,3,119714,0,4,2279,3,3,0,0,0,1,0,0,0,3,220
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,599054,0,4,2094,3,3,0,0,0,1,0,0,0,3,183
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,625622,0,4,2094,3,3,0,0,0,1,0,0,0,3,229
get account and get available balance + get signer address,0,1,0,343,1765,1,1,0,589,1772,0,587,163716,0,588,271318,3,3,0,0,0,1,0,0,584,3,252
transfer tokens + get public account,0,53,0,568,16,1,1,0,5,20,0,3,173452,0,4,2480,107,3,0,0,0,1,0,0,0,3,133
get signer address + create new account and deploy contract,0,235,0,64849,715,79,79,312,317,644,234,81,71149,78,160,109656,549,81,78,78,156,1,78,0,0,3,137
get account and get storage used + load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,15218,317100,0,4,2097,3,3,0,0,0,1,0,0,0,3,370
call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,14258,0,4,2251,3,3,0,0,0,1,0,0,0,3,14
transfer tokens + copy array from storage and save a duplicate,0,2140,0,1120,18,1,1,1,5,20,0,3,78509,0,4,3584,4281,3,0,0,140,1,0,0,0,3,198
create new account,0,622,0,151246,1876,1,1,621,419,1676,621,210,830,0,418,287547,1245,210,0,0,207,1,207,0,0,3,273
get public account + get account and get storage capacity,0,1,0,343,205,1,1,0,69,212,0,3,11032,0,68,31598,3,67,0,0,0,1,0,0,0,3,27
emit event + get public account,0,1,0,343,14,1,1,0,5,20,0,3,137226,0,4,2251,11428,3,0,0,0,1,0,0,0,3,246
copy array from storage + get signer receiver,0,1,0,343,16,1,1,0,5,20,0,3,285654,0,4,2910,3,3,0,0,0,1,0,0,0,3,360
emit event + get signer vault,0,1,0,343,15,1,1,0,5,20,0,3,129940,0,4,2392,17249,3,0,0,0,1,0,0,0,3,175
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,102198,0,4,2094,3,3,0,0,0,1,0,0,0,3,41
get public account + convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,160043,0,4,2094,3,3,0,0,0,1,0,0,0,3,90
get signer address + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,622649,0,4,2235,3,3,0,0,0,1,0,0,0,3,366
get account and get available balance + call empty contract function,0,1,0,343,1955,1,1,0,652,1961,0,650,112896,0,651,300518,3,3,0,0,0,1,0,0,647,3,296
mint NFT,0,9142,0,1823851,17,1,1,0,6,23,0,4,109694,0,5,5709,3,4,0,0,9376,1,0,0,0,3,448
copy array from storage + get public account,0,1,0,343,14,1,1,0,5,20,0,3,308348,0,4,2646,3,3,0,0,0,1,0,0,0,3,398
get signer address + get public account,0,1,0,343,13,1,1,0,5,20,0,3,605045,0,4,2094,3,3,0,0,0,1,0,0,0,3,261
convert int to string + emit event,0,1,0,343,14,1,1,0,5,20,0,3,511716,0,4,2251,22667,3,0,0,0,1,0,0,0,3,309
convert int to string and concatenate it + copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,69010,0,4,2646,3,3,0,0,0,1,0,0,0,3,35
reference tx + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,453434,0,4,2235,3,3,0,0,0,1,0,0,0,3,286
add key to account,0,1,0,343,13,1,1,0,5,20,0,3,6127,0,4,2094,1228,3,0,0,0,1,0,1225,0,3,96
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,131012,0,4,2646,3,3,0,0,0,1,0,0,0,3,123
get account and get balance + add and remove key to/from account,448,1,128,343,397,1,1,0,133,660,0,3,3652,0,132,63406,899,3,0,0,0,1,0,448,0,3,104
add and remove key to/from account,1808,1,0,343,13,1,1,0,5,20,0,3,12658,0,4,2094,3619,3,0,0,0,1,0,1808,0,3,367
get account and get balance + transfer tokens,0,860,428,568,1300,1,1,0,433,2160,0,3,31781,0,432,207492,1721,3,0,0,0,1,0,0,0,3,240
transfer tokens + add and remove key to/from account,1178,1310,0,568,16,1,1,0,5,20,0,3,54065,0,4,2480,4977,3,0,0,0,1,0,1178,0,3,386
get account and get storage used + convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,15147,154545,0,4,2094,3,3,0,0,0,1,0,0,0,3,287
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,658382,0,4,2094,3,3,0,0,0,1,0,0,0,3,353
get public account + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,78820,0,4,3198,3,3,0,0,210,1,0,0,0,3,65
create new account + add and remove key to/from account,261,400,0,97300,1210,1,1,399,271,1084,399,136,2363,0,270,185501,1323,136,0,0,133,1,133,261,0,3,207
convert int to string + load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,463764,0,4,2097,3,3,0,0,0,1,0,0,0,3,181
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,519452,0,4,2138,3,3,0,0,0,1,0,0,0,3,374
mint NFT,0,107,0,22570,17,1,1,0,6,23,0,4,1274,0,5,4206,3,4,0,0,109,1,0,0,0,3,10
get account and get available balance,0,1,0,343,2452,1,1,0,818,2459,0,816,3254,0,817,376887,3,3,0,0,0,1,0,0,813,3,238
emit event + add key to account,0,1,0,343,14,1,1,0,5,20,0,3,150132,0,4,2251,25384,3,0,0,0,1,0,2158,0,3,529
get account and get available balance,0,1,0,343,2545,1,1,0,849,2552,0,847,3378,0,848,391178,3,3,0,0,0,1,0,0,844,3,439
call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,77030,0,4,2251,3,3,0,0,0,1,0,0,0,3,68
create new account and deploy contract,0,754,0,207918,2272,252,252,1004,1009,2028,753,254,1759,251,506,348223,1760,254,251,251,502,1,251,0,0,3,378
load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,195548,0,4,2138,3,3,0,0,0,1,0,0,0,3,149
get signer vault + copy array from storage and save a duplicate,0,1,0,895,16,1,1,1,5,20,0,3,121678,0,4,3339,3,3,0,0,585,1,0,0,0,3,183
create new account + get signer receiver,0,490,0,119170,1482,1,1,489,331,1324,489,166,57098,0,330,227135,981,166,0,0,163,1,163,0,0,3,311
get signer address + convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,314365,0,4,2094,3,3,0,0,0,1,0,0,0,3,127
convert int to string and concatenate it + convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,359797,0,4,2094,3,3,0,0,0,1,0,0,0,3,135
load and save empty string on signers address + get public account,0,1,0,346,14,7,7,1,5,29,0,3,395164,0,4,2138,3,3,6,6,0,7,0,0,0,12,302
convert int to string and concatenate it + copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,318253,0,4,2646,3,3,0,0,0,1,0,0,0,3,200
get account and get storage used + create new account and deploy contract,0,133,0,36731,409,45,45,176,181,372,132,1791,7288,44,92,62770,311,47,44,44,88,1,44,0,0,3,94
add and remove key to/from account,2741,1,0,343,13,1,1,0,5,20,0,3,19189,0,4,2094,5485,3,0,0,0,1,0,2741,0,3,351
create new account + convert int to string and concatenate it,0,4,0,1072,22,1,1,3,7,28,3,4,153838,0,6,3473,9,4,0,0,1,1,1,0,0,3,76
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,174378,0,4,2235,3,3,0,0,0,1,0,0,0,3,256
create new account,0,652,0,158536,1966,1,1,651,439,1756,651,220,870,0,438,301337,1305,220,0,0,217,1,217,0,0,3,276
create new account and deploy contract + copy array from storage,0,157,0,43243,482,53,53,208,213,436,156,55,191900,52,108,74250,367,55,52,52,104,1,52,0,0,3,338
emit event + get account and get storage used,0,1,0,343,14,1,1,0,5,20,0,12966,75442,0,4,2251,3934,3,0,0,0,1,0,0,0,3,1089
create new account and deploy contract,0,199,0,54925,607,67,67,264,269,548,198,69,464,66,136,93108,465,69,66,66,132,1,66,0,0,3,237
get account and get storage capacity + copy array from storage and save a duplicate,0,1,0,895,2298,1,1,1,766,2303,0,3,15320,0,765,354019,3,764,0,0,472,1,0,0,0,3,331
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,238830,0,4,2094,3,3,0,0,0,1,0,0,0,3,108
get signer vault + copy array from storage,0,1,0,343,15,1,1,0,5,20,0,3,220498,0,4,2787,3,3,0,0,0,1,0,0,0,3,238
convert int to string and concatenate it + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,60363,0,4,3198,3,3,0,0,509,1,0,0,0,3,48
copy array from storage + reference tx,0,1,0,343,14,1,1,0,5,20,0,3,241312,0,4,2646,3,3,0,0,0,1,0,0,0,3,123
transfer tokens + add and remove key to/from account,767,1117,0,568,16,1,1,0,5,20,0,3,44433,0,4,2480,3769,3,0,0,0,1,0,767,0,3,328
transfer tokens,0,3956,0,568,16,1,1,0,5,20,0,3,138427,0,4,2480,7913,3,0,0,0,1,0,0,0,3,350
copy array from storage + get account and get balance,0,1,177,343,545,1,1,0,182,905,0,3,43436,0,181,87429,3,3,0,0,0,1,0,0,0,3,113
load and save long string on signers address + get signer receiver,0,1,0,387,16,1,1,1,5,20,0,3,55690,0,4,2361,3,3,0,0,0,1,0,0,0,3,54
get public account + copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,237920,0,4,2646,3,3,0,0,0,1,0,0,0,3,288
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,93194,0,4,2646,3,3,0,0,0,1,0,0,0,3,121
get signer receiver + create new account and deploy contract,0,223,0,61541,681,75,75,296,301,612,222,77,25314,74,152,104404,521,77,74,74,148,1,74,0,0,3,168
get account and get storage capacity,0,1,0,343,3709,1,1,0,1237,3716,0,3,4930,0,1236,570046,3,1235,0,0,0,1,0,0,0,3,322
copy array from storage and save a duplicate + load and save empty string on signers address,0,1,0,898,16,1,1,2,5,20,0,3,227876,0,4,3242,3,3,0,0,41,1,0,0,0,3,172
reference tx + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,356970,0,4,2235,3,3,0,0,0,1,0,0,0,3,280
get signer address + emit event,0,1,0,343,14,1,1,0,5,20,0,3,254104,0,4,2251,25115,3,0,0,0,1,0,0,0,3,214
get signer vault + get account and get balance,0,1,111,343,347,1,1,0,116,575,0,3,82492,0,115,55404,3,3,0,0,0,1,0,0,0,3,164
load and save empty string on signers address + get account and get storage capacity,0,1,0,346,1310,1,1,1,437,1316,0,3,257242,0,436,201249,3,435,0,0,0,1,0,0,0,3,301
copy array from storage and save a duplicate + load and save long string on signers address,0,1,0,939,16,1,1,2,5,20,0,3,196842,0,4,3201,3,3,0,0,67,1,0,0,0,3,148
get account and get available balance + add key to account,0,1,0,343,49,1,1,0,17,56,0,15,12907,0,16,7626,2574,3,0,0,0,1,0,2571,12,3,274
call empty contract function + get account and get storage used,0,1,0,343,14,1,1,0,5,20,0,15948,196296,0,4,2247,3,3,0,0,0,1,0,0,0,3,321
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,209508,0,4,2646,3,3,0,0,0,1,0,0,0,3,198
convert int to string and concatenate it + convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,408798,0,4,2094,3,3,0,0,0,1,0,0,0,3,169
add key to account + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,29197,0,4,2235,1428,3,0,0,0,1,0,1425,0,3,141
emit event,0,1,0,343,14,1,1,0,5,20,0,3,86480,0,4,2251,14416,3,0,0,0,1,0,0,0,3,112
mint NFT + create new account and deploy contract,0,3420,0,714169,1160,128,128,508,514,1039,381,131,37349,127,259,181505,892,131,127,127,3370,1,127,0,0,3,323
get signer vault + convert int to string,0,1,0,343,14,1,1,0,5,20,0,3,580516,0,4,2235,3,3,0,0,0,1,0,0,0,3,356
add key to account + convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,430123,0,4,2094,718,3,0,0,0,1,0,715,0,3,232
add and remove key to/from account + emit event,628,1,0,343,14,1,1,0,5,20,0,3,15128,0,4,2251,3047,3,0,0,0,1,0,628,0,3,88
get account and get storage capacity,0,1,0,343,3955,1,1,0,1319,3962,0,3,5258,0,1318,607848,3,1317,0,0,0,1,0,0,0,3,337
get signer vault + get account and get storage used,0,1,0,343,14,1,1,0,5,20,0,12826,178244,0,4,2235,3,3,0,0,0,1,0,0,0,3,342
get account and get available balance + load and save empty string on signers address,0,1,0,346,1055,1,1,1,352,1061,0,350,210606,0,351,162064,3,3,0,0,0,1,0,0,347,3,254
get account and get available balance + get account and get storage capacity,0,1,0,343,1195,1,1,0,399,1202,0,74,1580,0,398,183728,3,326,0,0,0,1,0,0,71,3,111
get account and get balance + add key to account,0,1,152,343,469,1,1,0,157,780,0,3,3597,0,156,74902,600,3,0,0,0,1,0,597,0,3,1023
create new account,0,571,0,138853,1723,1,1,570,385,1540,570,193,762,0,384,264104,1143,193,0,0,190,1,190,0,0,3,254
borrow array from storage + emit event,0,1,0,343,15,1,1,0,5,20,0,3,30506,0,4,2803,2608,3,0,0,0,1,0,0,0,3,39
transfer tokens + load and save empty string on signers address,0,925,0,571,17,1,1,1,5,20,0,3,39424,0,4,2524,1851,3,0,0,0,1,0,0,0,3,89
create new account,0,391,0,95113,1183,1,1,390,265,1060,390,133,522,0,264,181364,783,133,0,0,130,1,130,0,0,3,156
get signer vault + reference tx,0,1,0,343,14,7,7,0,5,29,0,3,76624,0,4,2235,3,3,6,6,0,7,0,0,0,12,96
get signer vault + get public account,0,1,0,343,14,1,1,0,5,20,0,3,340712,0,4,2235,3,3,0,0,0,1,0,0,0,3,314
convert int to string + emit event,0,1,0,343,14,7,7,0,5,29,0,3,581194,0,4,2251,26108,3,6,6,0,7,0,0,0,12,941
get signer receiver + load and save long string on signers address,0,1,0,387,16,1,1,1,5,20,0,3,14818,0,4,2361,3,3,0,0,0,1,0,0,0,3,70
copy array from storage + add and remove key to/from account,886,1,0,343,14,1,1,0,5,20,0,3,185726,0,4,2646,1775,3,0,0,0,1,0,886,0,3,277
copy array from storage and save a duplicate + get signer address,0,1,0,895,15,1,1,1,5,20,0,3,403717,0,4,3198,3,3,0,0,102,1,0,0,0,3,146
load and save long string on signers address + emit event,0,1,0,387,15,7,7,1,5,29,0,3,147214,0,4,2254,20988,3,6,6,0,7,0,0,0,12,165
convert int to string,0,1,0,343,13,7,7,0,5,29,0,3,515538,0,4,2094,3,3,6,6,0,7,0,0,0,12,248
get account and get storage capacity + get signer vault,0,1,0,343,1379,1,1,0,460,1385,0,3,100884,0,459,211990,3,458,0,0,0,1,0,0,0,3,596
get account and get storage capacity + add and remove key to/from account,948,1,0,343,1639,1,1,0,547,1646,0,3,8808,0,546,251956,1899,545,0,0,0,1,0,948,0,3,266
get account and get storage capacity + convert int to string,0,1,0,343,724,1,1,0,242,731,0,3,310616,0,241,111351,3,240,0,0,0,1,0,0,0,3,180
get account and get balance + get account and get available balance,0,1,79,343,547,1,1,0,183,712,0,102,716,0,182,85574,3,3,0,0,0,1,0,0,99,3,61
get signer vault + transfer tokens,0,2044,0,568,16,1,1,0,5,20,0,3,160409,0,4,2480,4089,3,0,0,0,1,0,0,0,3,509
mint NFT + get signer address,0,4810,0,962220,17,1,1,0,6,23,0,4,364528,0,5,6786,3,4,0,0,4932,1,0,0,0,3,284
get account and get balance + call empty contract function,0,1,150,343,464,1,1,0,155,770,0,3,95160,0,154,74099,3,3,0,0,0,1,0,0,0,3,177
get public account + create new account,0,232,0,56322,706,1,1,231,159,636,231,80,1576,0,158,108123,465,80,0,0,77,1,77,0,0,3,99
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,15143,60562,0,4,2094,3,3,0,0,0,1,0,0,0,3,195
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,104,406,0,4,2094,3,3,0,0,0,1,0,0,0,3,6
mint NFT + emit event,0,924,0,183706,17,1,1,0,6,23,0,4,39118,0,5,5813,4676,4,0,0,947,1,0,0,0,3,74
emit event + get account and get balance,0,1,78,343,248,1,1,0,83,410,0,3,149128,0,82,39613,24805,3,0,0,0,1,0,0,0,3,200
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,2708,0,4,2358,3,3,0,0,0,1,0,0,0,3,11
create new account,0,637,0,154891,1921,1,1,636,429,1716,636,215,850,0,428,294442,1275,215,0,0,212,1,212,0,0,3,476
load and save long string on signers address + transfer tokens,0,113,0,612,17,1,1,1,5,20,0,3,222024,0,4,2524,227,3,0,0,0,1,0,0,0,3,267
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,28369,113466,0,4,2094,3,3,0,0,0,1,0,0,0,3,369
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,50842,0,4,2094,3,3,0,0,0,1,0,0,0,3,20
mint NFT + load and save empty string on signers address,0,192,0,40630,18,1,1,1,6,23,0,4,11380,0,5,5624,3,4,0,0,196,1,0,0,0,3,16
add and remove key to/from account + copy array from storage,524,1,0,343,14,7,7,0,5,29,0,3,141766,0,4,2646,1051,3,6,6,0,7,0,524,0,12,192
get account and get available balance,0,1,0,343,3616,1,1,0,1206,3623,0,1204,4806,0,1205,555755,3,3,0,0,0,1,0,0,1201,3,374
create new account and deploy contract + get signer vault,0,367,0,101237,1112,123,123,488,493,996,366,125,13374,122,248,170473,857,125,122,122,244,1,122,0,0,3,250
convert int to string + load and save long string on signers address,0,1,0,387,14,7,7,1,5,29,0,3,376874,0,4,2097,3,3,6,6,0,7,0,0,0,12,235
create new account and deploy contract,0,352,0,97102,1066,118,118,468,473,956,351,120,821,117,238,163437,822,120,117,117,234,1,117,0,0,3,176
create new account + get account and get available balance,0,319,0,77617,2833,1,1,318,839,2734,318,731,2916,0,838,435010,639,109,0,0,106,1,106,0,622,3,328
